index,상호명,상권업종소분류명,시도명,시군구명,행정동명,지번주소,도로명주소,층정보,경도,위도
140,우림슈퍼,수퍼마켓,서울특별시,노원구,상계1동,서울특별시 노원구 상계동 1090-20번지 ,"서울특별시 노원구 동일로237길 68-17, (상계동)",,127.0514588,37.67418084
141,은성슈퍼,수퍼마켓,서울특별시,영등포구,문래동,서울특별시 영등포구 문래동4가 30-3번지 ,"서울특별시 영등포구 도림로141다길 31-3, (문래동4가)",1,126.8889058,37.51550461
142,우성마트,수퍼마켓,서울특별시,동작구,신대방1동,서울특별시 동작구 신대방동 565번지 우성1차 ,"서울특별시 동작구 여의대방로 22, (신대방동, 우성1차)",1,126.9117935,37.49108312
143,을지마트,수퍼마켓,서울특별시,중구,을지로동,서울특별시 중구 저동2가 78번지 ,"서울특별시 중구 수표로 45, (저동2가)",,126.9895764,37.56532655
144,신미니슈퍼,수퍼마켓,서울특별시,광진구,화양동,서울특별시 광진구 화양동 45-15번지 ,"서울특별시 광진구 동일로24길 30, (화양동)",,127.0667525,37.54353473
145,하모니마트응봉점,수퍼마켓,서울특별시,성동구,응봉동,서울특별시 성동구 응봉동 100번지 ,"서울특별시 성동구 독서당로 434, (응봉동)",1,127.0340402,37.55384997
146,동남슈퍼,수퍼마켓,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계동 740번지 상계주공2단지 ,"서울특별시 노원구 동일로215길 23, (상계동, 상계주공2단지)",1,127.0590477,37.65042734
147,장성슈퍼,수퍼마켓,서울특별시,강북구,번1동,서울특별시 강북구 번동 410-69번지 ,"서울특별시 강북구 한천로123길 15, (번동)",1,127.0312322,37.63604695
148,대천마트,수퍼마켓,서울특별시,영등포구,여의동,서울특별시 영등포구 여의도동 53-12번지 ,"서울특별시 영등포구 국제금융로 110, (여의도동)",1,126.9335464,37.518394
149,삼운웰빙마트,수퍼마켓,서울특별시,강동구,암사1동,서울특별시 강동구 암사동 473번지 ,"서울특별시 강동구 고덕로20길 53, (암사동)",1,127.133823,37.55239854
150,홈플러스익스프레스,수퍼마켓,서울특별시,광진구,구의3동,서울특별시 광진구 구의동 212-3번지 ,"서울특별시 광진구 아차산로 471, (구의동)",,127.0940846,37.54044072
151,신라슈퍼,수퍼마켓,서울특별시,양천구,신정3동,서울특별시 양천구 신정동 1158-27번지 ,"서울특별시 양천구 중앙로29길 33, (신정동)",1,126.8504768,37.51643434
152,만수직판장,수퍼마켓,서울특별시,중랑구,면목3.8동,서울특별시 중랑구 면목동 5-6번지 ,"서울특별시 중랑구 용마산로94길 46, (면목동)",1,127.0992228,37.58831677
153,한사랑마트,수퍼마켓,서울특별시,강서구,등촌1동,서울특별시 강서구 등촌동 632-4번지 삼성한사랑아파트 ,"서울특별시 강서구 양천로66길 6, (등촌동, 삼성한사랑아파트)",1,126.8639165,37.55513779
154,홈플러스익스프레스대치점,수퍼마켓,서울특별시,강남구,대치1동,서울특별시 강남구 대치동 1021-3번지 ,"서울특별시 강남구 도곡로 450, (대치동)",1,127.0597526,37.49807509
155,365할인마트,수퍼마켓,서울특별시,중랑구,신내1동,서울특별시 중랑구 신내동 397번지 동성아파트 ,"서울특별시 중랑구 신내로 126, (신내동, 동성아파트)",1,127.0963994,37.61018157
156,길훈미니슈퍼,수퍼마켓,서울특별시,양천구,신월7동,서울특별시 양천구 신월동 341-1번지 길훈아파트 ,"서울특별시 양천구 지양로 101, (신월동, 길훈아파트)",1,126.8313414,37.52340979
157,홈플러스익스프레스도곡2점,수퍼마켓,서울특별시,강남구,도곡2동,서울특별시 강남구 도곡동 518-8번지 ,"서울특별시 강남구 논현로28길 9, (도곡동)",1,127.0433465,37.4827155
158,청계슈퍼,수퍼마켓,서울특별시,강북구,인수동,서울특별시 강북구 수유동 312-18번지 ,"서울특별시 강북구 삼양로117길 34, (수유동)",,127.0143022,37.64397096
159,오마트,수퍼마켓,서울특별시,강북구,번1동,서울특별시 강북구 번동 466-1번지 은진스톤하우스 ,"서울특별시 강북구 도봉로98길 27, (번동, 은진스톤하우스)",1,127.0311524,37.64131734
160,성심슈퍼마켓,수퍼마켓,서울특별시,성북구,장위1동,서울특별시 성북구 장위동 233-85번지 ,"서울특별시 성북구 장위로28길 25, (장위동)",1,127.0471646,37.61280378
161,성진마트,수퍼마켓,서울특별시,성북구,정릉3동,서울특별시 성북구 정릉동 674-3번지 ,"서울특별시 성북구 솔샘로1길 19, (정릉동)",1,127.0038887,37.60831967
162,청청마트,수퍼마켓,서울특별시,용산구,한남동,서울특별시 용산구 한남동 738-1번지 ,"서울특별시 용산구 이태원로55가길 29, (한남동)",1,126.9999273,37.53700473
163,현대수퍼,수퍼마켓,서울특별시,성동구,용답동,서울특별시 성동구 용답동 80-2번지 ,"서울특별시 성동구 용답중앙13길 11, (용답동)",1,127.0527284,37.56526448
164,대림그린마트,수퍼마켓,서울특별시,성북구,정릉4동,서울특별시 성북구 정릉동 1028번지 정릉E편한세상1차 ,"서울특별시 성북구 솔샘로24길 15, (정릉동, 정릉E편한세상1차)",1,127.0109582,37.61500175
165,부발슈퍼,수퍼마켓,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동 153번지 안암골벽산아파트 ,"서울특별시 동대문구 약령시로 25, (제기동, 안암골벽산아파트)",,127.0315554,37.58317665
166,두리마트,수퍼마켓,서울특별시,중랑구,묵2동,서울특별시 중랑구 묵동 249-11번지 ,"서울특별시 중랑구 동일로143길 36-46, (묵동)",,127.0757728,37.60572386
167,관악수퍼마켓협동조합,수퍼마켓,서울특별시,관악구,난곡동,서울특별시 관악구 신림동 610-140번지 ,"서울특별시 관악구 법원단지21길 2, (신림동)",1,126.9228113,37.47507333
168,동산마트,수퍼마켓,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 645-3번지 ,"서울특별시 강남구 논현로95길 29, (역삼동)",1,127.0336479,37.50181105
169,금강슈퍼,수퍼마켓,서울특별시,도봉구,쌍문1동,서울특별시 도봉구 쌍문동 519-3번지 ,"서울특별시 도봉구 해등로36길 4, (쌍문동)",1,127.0152283,37.65793568
170,건영슈퍼,수퍼마켓,서울특별시,금천구,시흥5동,서울특별시 금천구 시흥동 384-12번지 남서울건영 ,"서울특별시 금천구 독산로10길 96, (시흥동, 남서울건영)",1,126.9104843,37.44962272
171,우물슈퍼,수퍼마켓,서울특별시,강북구,송천동,서울특별시 강북구 미아동 403-16번지 ,"서울특별시 강북구 솔샘로60길 38-7, (미아동)",,127.0231578,37.6175632
172,일미상회,수퍼마켓,서울특별시,영등포구,도림동,서울특별시 영등포구 도림동 187-80번지 ,"서울특별시 영등포구 도림로 379, (도림동)",1,126.8983537,37.51071847
173,엘지슈퍼렛,수퍼마켓,서울특별시,강서구,등촌3동,서울특별시 강서구 등촌동 697번지 ,"서울특별시 강서구 공항대로41길 75, (등촌동)",,126.8463381,37.5611394
174,지에스리테일GS수퍼관악난향점,수퍼마켓,서울특별시,관악구,난향동,서울특별시 관악구 신림동 1735번지 관악산휴먼시아2단지 ,"서울특별시 관악구 난곡로 55, (신림동, 관악산휴먼시아2단지)",2,126.9207367,37.45973651
175,초안할인마트,수퍼마켓,서울특별시,노원구,월계2동,서울특별시 노원구 월계동 924번지 초안아파트 ,"서울특별시 노원구 우이천로 102, (월계동, 초안아파트)",1,127.0432875,37.63074811
176,가양5단지슈퍼마켓,수퍼마켓,서울특별시,강서구,가양2동,서울특별시 강서구 가양동 1481번지 가양5단지 ,"서울특별시 강서구 양천로57길 36, (가양동, 가양5단지)",1,126.8535061,37.56461513
177,덕수슈퍼,수퍼마켓,서울특별시,성북구,성북동,서울특별시 성북구 성북동 119-1번지 ,"서울특별시 성북구 성북로 122-5, (성북동)",1,126.9957203,37.59417623
178,등마루하이퍼마케트,수퍼마켓,서울특별시,강서구,등촌1동,서울특별시 강서구 등촌동 637-10번지 ,"서울특별시 강서구 화곡로68길 120, (등촌동)",1,126.8602492,37.55665222
179,온누리유통,수퍼마켓,서울특별시,성북구,장위3동,서울특별시 성북구 장위동 36-22번지 ,"서울특별시 성북구 장위로50길 47, (장위동)",1,127.0575398,37.61459907
180,럭키수퍼마트청담점,수퍼마켓,서울특별시,강남구,청담동,서울특별시 강남구 청담동 134-20번지 ,"서울특별시 강남구 학동로101길 26, (청담동)",1,127.0576029,37.52244052
181,홈플러스익스프레스뚝섬점,수퍼마켓,서울특별시,성동구,성수1가2동,서울특별시 성동구 성수동1가 14-17번지 ,"서울특별시 성동구 아차산로 41, (성수동1가)",1,127.0489539,37.54696088
182,진양슈퍼,수퍼마켓,서울특별시,금천구,가산동,서울특별시 금천구 가산동 32-12번지 ,"서울특별시 금천구 벚꽃로52길 6, (가산동)",1,126.8822593,37.48407656
183,대림마트슈퍼마켓,수퍼마켓,서울특별시,은평구,녹번동,서울특별시 은평구 녹번동 276번지 대림아파트 ,"서울특별시 은평구 통일로 590, (녹번동, 대림아파트)",1,126.9371414,37.60061923
184,신길할인마트,수퍼마켓,서울특별시,영등포구,신길5동,서울특별시 영등포구 신길동 441-2번지 ,"서울특별시 영등포구 신길로17길 13, (신길동)",1,126.9068388,37.49818267
185,현수슈퍼,수퍼마켓,서울특별시,구로구,개봉1동,서울특별시 구로구 개봉동 452-7번지 ,"서울특별시 구로구 고척로52길 98, (개봉동)",1,126.8555914,37.50076986
186,빅마켓,수퍼마켓,서울특별시,도봉구,방학1동,서울특별시 도봉구 방학동 717-6번지 ,"서울특별시 도봉구 마들로 645, (방학동)",,127.0455457,37.66765473
187,장보고,수퍼마켓,서울특별시,관악구,낙성대동,서울특별시 관악구 봉천동 1613-9번지 ,"서울특별시 관악구 남부순환로230길 41, (봉천동)",1,126.955532,37.4781874
188,현대슈퍼,수퍼마켓,서울특별시,광진구,군자동,서울특별시 광진구 군자동 102-1번지 ,"서울특별시 광진구 군자로 109, (군자동)",,127.0719781,37.55286575
189,GS수퍼마켓공릉점,수퍼마켓,서울특별시,노원구,공릉2동,서울특별시 노원구 공릉동 90-4번지 ,"서울특별시 노원구 노원로 3, (공릉동)",1,127.0866391,37.62198215
190,럭키슈퍼나들가게,수퍼마켓,서울특별시,용산구,후암동,서울특별시 용산구 후암동 446번지 ,"서울특별시 용산구 소월로2길 13, (후암동)",1,126.9767202,37.55437627
191,GS25,수퍼마켓,서울특별시,서대문구,북가좌2동,서울특별시 서대문구 북가좌동 306-17번지 ,"서울특별시 서대문구 응암로 54, (북가좌동)",1,126.91009,37.57787371
192,한아름마트,수퍼마켓,서울특별시,성북구,종암동,서울특별시 성북구 종암동 3-640번지 ,"서울특별시 성북구 월곡로5길 54, (종암동)",1,127.0366867,37.59880666
193,이편한마트,수퍼마켓,서울특별시,광진구,구의2동,서울특별시 광진구 구의동 64-41번지 선진주택 ,"서울특별시 광진구 자양로38길 17, (구의동, 선진주택)",1,127.0889114,37.54711376
194,이마트에브리데이,수퍼마켓,서울특별시,성동구,성수1가2동,서울특별시 성동구 성수동1가 14-17번지 ,"서울특별시 성동구 아차산로 41, (성수동1가)",5,127.0489539,37.54696088
195,영신마트,수퍼마켓,서울특별시,구로구,개봉3동,서울특별시 구로구 개봉동 356-8번지 ,"서울특별시 구로구 개봉로3길 78, (개봉동)",1,126.8519003,37.48627231
196,지에스영동초교점,수퍼마켓,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동8가 48-1번지 ,"서울특별시 영등포구 국회대로53길 19, (영등포동8가)",1,126.9063935,37.52715613
197,아라코,수퍼마켓,서울특별시,중구,회현동,서울특별시 중구 남대문로5가 526번지 ,"서울특별시 중구 퇴계로 18, (남대문로5가)",,126.9751399,37.5565521
198,나비슈퍼,수퍼마켓,서울특별시,구로구,오류1동,서울특별시 구로구 오류동 14-401번지 ,"서울특별시 구로구 고척로6길 22, (오류동)",1,126.8401872,37.49715962
199,농심가슈퍼,수퍼마켓,서울특별시,구로구,구로1동,서울특별시 구로구 구로동 685-215번지 ,"서울특별시 구로구 구일로4길 33, (구로동)",1,126.8757745,37.49201631
200,K마트,수퍼마켓,서울특별시,성북구,길음2동,서울특별시 성북구 길음동 1070-27번지 ,"서울특별시 성북구 동소문로 265-1, (길음동)",1,127.0253306,37.60470533
201,대성슈퍼,수퍼마켓,서울특별시,동대문구,장안2동,서울특별시 동대문구 장안동 143-38번지 ,"서울특별시 동대문구 한천로28길 34, (장안동)",1,127.068604,37.57298662
202,ING마트,수퍼마켓,서울특별시,구로구,구로3동,서울특별시 구로구 구로동 1129-14번지 ,"서울특별시 구로구 디지털로32가길 62, (구로동)",,126.8974006,37.480921
203,중앙농협하나로마트중앙농협,수퍼마켓,서울특별시,광진구,자양1동,서울특별시 광진구 자양동 635-8번지 ,"서울특별시 광진구 뚝섬로 639, (자양동)",1,127.080769,37.53190396
204,지에스수퍼신사점,수퍼마켓,서울특별시,강남구,신사동,서울특별시 강남구 신사동 568-11번지 ,"서울특별시 강남구 압구정로18길 25, (신사동)",1,127.02554,37.52345982
205,롯데슈퍼,수퍼마켓,서울특별시,강남구,도곡2동,서울특별시 강남구 도곡동 464번지 한신 ,"서울특별시 강남구 언주로 123, (도곡동, 한신)",1,127.049741,37.48759678
206,롯데슈퍼천왕점,수퍼마켓,서울특별시,구로구,오류2동,서울특별시 구로구 천왕동 277-12번지 ,"서울특별시 구로구 천왕로 32, (천왕동)",2,126.8397653,37.48056729
207,동서울농협하나로마트,수퍼마켓,서울특별시,중랑구,망우본동,서울특별시 중랑구 망우동 147-9번지 ,"서울특별시 중랑구 용마산로118길 94, (망우동)",,127.105683,37.60105262
